"","name","transfer.date","club.from","club.to","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status"
"317","Dejan Drazic","2015/8/7","OFK Beograd","Celta de Vigo",1020000,"
                                Attacker                            ","Serbia","Sombor",27,4,1,1,1,0,0,0,0,494,1975,16.8213552361396,"1995/9/26",19.8631074606434,"La Liga","Middle Club"
"318","Nordin Amrabat","2015/8/5","Galatasaray","Málaga CF",2980000,"
                                Attacker                            ","Morocco","Naarden",35,6,7,13,13,8,0,0,2,379,2275,22.8336755646817,"1987/3/31",28.3477070499658,NA,"Promoted"
"319","Nordin Amrabat","2015/8/5","Galatasaray","Málaga CF",2980000,"
                                Attacker                            ","Morocco","Naarden",35,6,7,13,13,8,0,0,2,379,2275,22.8336755646817,"1987/3/31",28.3477070499658,NA,"Promoted"
"320","Federico Ricca","2016/2/1","Danubio FC","Málaga CF",2130000,"
                                Defender                            ","Uruguay","Tarariras",35,1,1,0,0,9,0,1,0,3095,3095,NA,"1994/12/1",21.1690622861054,NA,"Promoted"
"321","Adnane Tighadouini","2015/7/11","NAC Breda","Málaga CF",1020000,"
                                Attacker                            ","Morocco","Ede",39,16,3,3,3,4,0,0,3,199,3190,23.6550308008214,"1992/10/30",22.694045174538,NA,"Promoted"
"322","Charles","2015/7/1","Celta de Vigo","Málaga CF",425000,"
                                Attacker                            ","Brazil","Belem",31,4,4,16,16,8,0,0,0,342,1367,23.9835728952772,"1984/4/4",31.2388774811773,NA,"Promoted"
"323","Chory Castro","2016/1/6","Real Sociedad","Málaga CF",0,"
                                Attacker                            ","Uruguay","Trinidad",37,4,4,11,11,2,0,0,0,542,2169,NA,"1984/9/14",31.3100616016427,NA,"Promoted"
"324","Gerard Moreno","2015/8/13","Villarreal CF","Espanyol",1280000,"
                                Attacker                            ","Spain","Santa Perpètua de ...",39,16,5,9,9,3,0,0,0,164,2629,NA,"1992/4/7",23.3483915126626,"La Liga","Middle Club"
"325","Óscar Duarte","2016/1/26","Club Brugge","Espanyol",978000,"
                                Defender                            ","Costa Rica","Catarina",51,5,2,0,0,2,0,2,0,894,4469,17.1170431211499,"1989/6/3",26.6475017111567,"La Liga","Middle Club"
"326","Lucas Vázquez","2015/7/1","R. M. Castilla","Espanyol",425000,"
                                Attacker                            ","Spain","A Coruña",39,4,7,4,4,7,0,0,0,797,3189,NA,"1991/7/1",24,"La Liga","Middle Club"
"327","Lucas Vázquez","2015/7/1","R. M. Castilla","Espanyol",425000,"
                                Attacker                            ","Spain","A Coruña",39,4,7,4,4,7,0,0,0,797,3189,NA,"1991/7/1",24,"La Liga","Middle Club"
"328","Mickael Ciani","2015/8/16","Sporting CP","Espanyol",0,"
                                Defender                            ","France","Paris",12,0,0,3,3,1,0,0,0,NA,869,22.4722792607803,"1984/4/6",31.3593429158111,"La Liga","Middle Club"
"329","Papakouli Diop","2015/8/31","Levante UD","Espanyol",0,"
                                Midfield                            ","Senegal","Kaolack",19,0,1,1,1,7,0,0,0,NA,1544,NA,"1986/3/19",29.45106091718,"La Liga","Middle Club"
"330","José Antonio Dorado","2015/7/6","Villarreal CF","Rayo Vallecano",0,"
                                Defender                            ","Spain","Córdoba",24,0,0,4,4,3,0,0,0,NA,1789,NA,"1982/7/10",32.9883641341547,"La Liga","Middle Club"
"331","Razvan Rat","2015/8/20","PAOK Saloniki","Rayo Vallecano",0,"
                                Defender                            ","Romania","Slatina",39,3,8,4,4,11,1,0,0,1033,3100,22.3408624229979,"1981/5/26",34.2340862422998,"La Liga","Middle Club"
"332","Ousseynou Cissé","2015/7/5","Dijon","Rayo Vallecano",0,"
                                Midfield                            ","Mali","Suresnes",36,1,2,5,5,8,0,0,0,2794,2794,NA,"1991/4/6",24.2464065708419,"La Liga","Middle Club"
"333","Piti","2016/1/30","Granada CF","Rayo Vallecano",0,"
                                Attacker                            ","Spain","Barcelona",33,1,3,5,5,9,0,0,0,2315,2315,4.99383983572895,"1981/5/26",34.6803559206023,"La Liga","Middle Club"
"334","Patrick Ebert","2015/7/25","Spartak Moscow","Rayo Vallecano",0,"
                                Attacker                            ","Germany","Potsdam",18,0,4,3,3,6,0,0,0,NA,1251,23.1950718685832,"1987/3/17",28.3559206023272,"La Liga","Middle Club"
"335","Asier Illarramendi","2015/8/26","Real Madrid","Real Sociedad",12750000,"
                                Midfield                            ","Spain","Mutriku",41,0,0,26,26,4,0,0,0,NA,1721,NA,"1990/3/8",25.4674880219028,"La Liga","Middle Club"
"336","Jonathas","2015/7/27","Elche CF","Real Sociedad",6120000,"
                                Attacker                            ","Brazil","Betim",36,14,7,1,1,10,1,0,0,225,3145,NA,"1989/3/6",26.3901437371663,"La Liga","Middle Club"
"337","David Concha","2015/7/4","Racing","Real Sociedad",850000,"
                                Attacker                            ","Spain","Santander",35,5,4,2,2,3,0,0,0,584,2921,NA,"1996/11/20",18.6173853524983,"La Liga","Middle Club"
"338","Mauricio Cuero","2016/1/1","CD La Equidad","Levante UD",2720000,"
                                Attacker                            ","Colombia","Tumaco",49,8,7,4,4,3,0,0,0,487,3898,NA,"1993/1/28",22.9240246406571,"La Liga","Middle Club"
"339","Deyverson","2015/7/26","Belenenses","Levante UD",1530000,"
                                Attacker                            ","Brazil","Santa Margarida",34,11,2,8,8,10,1,1,0,213,2341,23.1622176591376,"1991/5/8",24.2162902121834,"La Liga","Middle Club"
"340","Ángel Trujillo","2015/8/7","UD Almería","Levante UD",850000,"
                                Defender                            ","Spain","Madrid",37,0,1,1,1,6,0,1,0,NA,3282,NA,"1987/9/8",27.9123887748118,"La Liga","Middle Club"
"341","Joan Verdú","2016/2/1","Fiorentina","Levante UD",0,"
                                Attacker                            ","Spain","Barcelona",2,0,0,0,0,0,0,0,0,NA,173,4.92813141683778,"1983/5/5",32.7446954140999,"La Liga","Middle Club"
"342","Joan Verdú","2016/2/1","Fiorentina","Levante UD",0,"
                                Attacker                            ","Spain","Barcelona",2,0,0,0,0,0,0,0,0,NA,173,4.92813141683778,"1983/5/5",32.7446954140999,"La Liga","Middle Club"
"343","Carl Medjani","2016/2/3","Trabzonspor","Levante UD",0,"
                                Defender                            ","Algeria","Lyon",42,8,2,0,0,7,1,0,0,466,3728,16.8542094455852,"1985/5/15",30.7214236824093,"La Liga","Middle Club"
"344","Verza","2015/7/1","UD Almería","Levante UD",0,"
                                Midfield                            ","Spain","Orihuela",36,5,4,0,0,10,0,0,4,619,3096,NA,"1986/9/29",28.7529089664613,"La Liga","Middle Club"
"345","Zouhair Feddal","2015/8/7","Parma","Levante UD",0,"
                                Defender                            ","Morocco","Tétouan",21,0,0,1,1,4,0,0,0,NA,1796,NA,"1989/1/1",26.5954825462012,"La Liga","Middle Club"
"346","Cala","2015/7/1","Granada CF","Getafe CF",0,"
                                Defender                            ","Spain","Lebrija, Sevilla",10,0,0,1,1,3,0,0,0,NA,788,NA,"1989/11/26",25.5934291581109,"La Liga","Middle Club"
"347","Henok Goitom","2016/3/22","AIK Solna","Getafe CF",0,"
                                Attacker                            ","Eritrea","Solna",33,19,7,1,1,3,0,0,0,150,2842,NA,"1984/9/22",31.4962354551677,"La Liga","Middle Club"
"348","Damián Suárez","2015/7/8","Elche CF","Getafe CF",0,"
                                Defender                            ","Uruguay","Montevideo",37,1,1,0,0,14,1,0,0,3310,3310,NA,"1988/4/27",27.1950718685832,"La Liga","Middle Club"
"349","Lucas","2015/8/12","PAOK Saloniki","Dep. La Coruña",1280000,"
                                Attacker                            ","Spain","A Coruña",21,6,3,1,1,6,0,0,1,259,1554,10.611909650924,"1988/9/10",26.9185489390828,NA,"Promoted"
"350","Fernando Navarro","2015/7/1","Sevilla FC","Dep. La Coruña",0,"
                                Defender                            ","Spain","Barcelona",32,0,2,5,5,7,0,0,0,NA,2441,NA,"1982/6/25",33.015742642026,NA,"Promoted"
"351","Cani","2015/7/23","Villarreal CF","Dep. La Coruña",0,"
                                Midfield                            ","Spain","Zaragoza",20,2,4,9,9,3,0,0,0,479,958,NA,"1981/8/3",33.968514715948,NA,"Promoted"
"352","Jonás Gutiérrez","2015/8/31","Newcastle","Dep. La Coruña",0,"
                                Midfield                            ","Argentina","Sáenz Peña",12,2,2,4,4,4,0,0,0,407,814,NA,"1983/7/5",32.1560574948665,NA,"Promoted"
"353","Pedro Mosquera","2015/7/24","Elche CF","Dep. La Coruña",0,"
                                Midfield                            ","Spain","A Coruña",27,1,2,1,1,5,0,0,0,2309,2309,NA,"1988/4/21",27.2553045859001,NA,"Promoted"
"354","Rene Krhin","2015/7/23","Inter","Granada CF",1110000,"
                                Midfield                            ","Slovenia","Maribor",19,0,0,4,4,4,0,0,0,NA,1328,11.2689938398357,"1990/5/21",25.1718001368925,"La Liga","Buttom Club"
"355","Gaspar Íñiguez","2015/7/25","Argentinos","Granada CF",1020000,"
                                Midfield                            ","Argentina","Villa Jardín",14,0,1,0,0,2,0,0,0,NA,1226,NA,"1994/3/26",21.3305954825462,"La Liga","Buttom Club"
"356","Gaspar Íñiguez","2015/7/25","Argentinos","Granada CF",1020000,"
                                Midfield                            ","Argentina","Villa Jardín",14,0,1,0,0,2,0,0,0,NA,1226,NA,"1994/3/26",21.3305954825462,"La Liga","Buttom Club"
"357","Ricardo Costa","2016/2/1","PAOK Saloniki","Granada CF",0,"
                                Defender                            ","Portugal","Vila Nova de Gaia",29,1,0,2,2,7,0,0,0,2447,2447,4.92813141683778,"1981/5/16",34.7132101300479,"La Liga","Buttom Club"
"358","Yrondu Musavu-King","2015/7/3","SM Caen","Granada CF",0,"
                                Defender                            ","Gabon","Libreville",6,1,0,0,0,0,0,0,0,479,479,NA,"1992/1/8",23.482546201232,"La Liga","Buttom Club"
"359","Aridane Hernández","2015/7/6","CD Eldense","Granada CF",0,"
                                Defender                            ","Spain","Tuineje",40,1,0,0,0,13,0,0,0,3660,3660,NA,"1989/3/23",26.2861054072553,"La Liga","Buttom Club"
"360","David Barral","2016/1/24","Al-Dhafra SCC","Granada CF",0,"
                                Attacker                            ","Spain","San Fernando ...",38,13,1,6,6,12,1,0,2,208,2706,NA,"1983/5/10",32.7091033538672,"La Liga","Buttom Club"
"361","Isaac Cuenca","2016/2/1","Bursaspor","Granada CF",0,"
                                Attacker                            ","Spain","Reus",29,2,3,13,13,1,0,0,1,812,1624,NA,"1991/4/27",24.766598220397,"La Liga","Buttom Club"
"362","David Lombán","2015/8/10","Elche CF","Granada CF",0,"
                                Defender                            ","Spain","Avilés",36,5,0,1,1,10,0,0,3,633,3166,NA,"1987/6/5",28.1806981519507,"La Liga","Buttom Club"
"363","Kike","2016/2/3","Middlesbrough","SD Eibar",1700000,"
                                Attacker                            ","Spain","Motilla de Palancar",51,12,4,22,22,3,0,0,0,236,2827,NA,"1989/11/25",26.1902806297057,"La Liga","Buttom Club"
"364","Gonzalo Escalante","2016/1/11","Catania","SD Eibar",850000,"
                                Midfield                            ","Argentina","Bella Vista",26,1,0,9,9,12,0,0,0,1692,1692,NA,"1993/3/27",22.7926078028747,"La Liga","Buttom Club"
"365","Takashi Inui","2015/8/26","E. Frankfurt","SD Eibar",425000,"
                                Attacker                            ","Japan","Omihachiman, Shiga",29,1,9,7,7,2,0,0,0,1932,1932,NA,"1988/6/2",27.2306639288159,"La Liga","Buttom Club"
"366","Antonio Luna","2015/7/9","Aston Villa","SD Eibar",0,"
                                Defender                            ","Spain","Son Servera",4,0,0,0,0,0,0,0,0,NA,332,NA,"1991/3/17",24.3121149897331,"La Liga","Buttom Club"
"367","Iván Ramis","2015/7/20","Levante UD","SD Eibar",0,"
                                Defender                            ","Spain","Sa Pobla",33,0,0,1,1,9,0,1,0,NA,2664,NA,"1984/10/25",30.7323750855578,"La Liga","Buttom Club"
"368","Adrián González","2015/8/14","Elche CF","SD Eibar",0,"
                                Midfield                            ","Spain","Madrid",30,1,2,7,7,8,0,0,0,2004,2004,NA,"1988/5/25",27.2197125256674,"La Liga","Buttom Club"
"369","Jon Ansotegi","2016/2/1","Real Sociedad","SD Eibar",0,"
                                Defender                            ","Spain","Berriatua",21,0,0,0,0,7,0,0,0,NA,1890,NA,"1982/7/13",33.555099247091,"La Liga","Buttom Club"
"370","Keko","2015/7/9","Albacete","SD Eibar",0,"
                                Attacker                            ","Spain","Madrid",36,6,6,6,6,3,0,0,0,441,2643,NA,"1991/12/27",23.5318275154004,"La Liga","Buttom Club"
"371","Sergi Enrich","2015/7/12","CD Numancia","SD Eibar",0,"
                                Attacker                            ","Spain","Ciutadella",40,16,5,2,2,7,0,1,0,202,3228,NA,"1990/2/26",25.3716632443532,"La Liga","Buttom Club"
"372","Mauro dos Santos","2015/7/21","UD Almería","SD Eibar",0,"
                                Defender                            ","Argentina","Lomas de Zamora",33,1,0,2,2,6,1,1,0,2662,2662,NA,"1989/7/7",26.0369609856263,"La Liga","Buttom Club"
"373","Sergio Araujo","2015/7/1","Boca Juniors","UD Las Palmas",2130000,"
                                Attacker                            ","Argentina","Neuquén",44,25,8,0,0,12,0,0,1,149,3720,NA,"1992/1/28",23.4223134839151,"La Liga","Promoted"
"374","Alfredo Ortuño","2015/7/1","Granada CF","UD Las Palmas",850000,"
                                Attacker                            ","Spain","Yecla",25,4,2,12,12,1,0,0,0,312,1248,NA,"1991/1/21",24.4407939767283,"La Liga","Promoted"
"375","Jonathan Viera","2015/7/15","Standard Liège","UD Las Palmas",765000,"
                                Attacker                            ","Spain","Las Palmas de Gran ...",28,8,4,10,10,4,0,0,0,202,1614,NA,"1989/10/21",25.7303216974675,"La Liga","Promoted"
"376","Nabil El Zhar","2015/8/26","Levante UD","UD Las Palmas",0,"
                                Attacker                            ","Morocco","Alès",21,1,2,13,13,3,0,0,0,920,920,10.1519507186858,"1986/8/27",28.9965776865161,"La Liga","Promoted"
"377","Pedro Bigas","2015/7/13","RCD Mallorca","UD Las Palmas",0,"
                                Defender                            ","Spain","Palma de Mallorca",28,1,2,0,0,17,0,0,0,2386,2386,NA,"1990/5/15",25.160848733744,"La Liga","Promoted"
"378","Antolín Alcaraz","2015/8/2","Everton","UD Las Palmas",0,"
                                Defender                            ","Paraguay","San Roque Gonzélez ...",14,0,0,3,3,1,1,0,0,NA,997,NA,"1982/7/30",33.0075290896646,"La Liga","Promoted"
"379","Ángel Montoro","2016/1/26","UD Almería","UD Las Palmas",0,"
                                Midfield                            ","Spain","Valencia",31,4,2,0,0,9,0,0,0,654,2616,5.12525667351129,"1988/6/25",27.5865845311431,"La Liga","Promoted"
"380","Javier Garrido","2015/8/7","Norwich","UD Las Palmas",0,"
                                Defender                            ","Spain","Irun",9,0,0,4,4,1,0,0,0,NA,517,NA,"1985/3/15",30.3956194387406,"La Liga","Promoted"
"381","Ognjen Vranjes","2016/1/26","Gaziantepspor","Sporting Gijón",0,"
                                Defender                            ","Bosnia-Herzegovina","Banja Luka",11,0,0,0,0,4,0,1,0,NA,885,5.12525667351129,"1989/10/24",26.2559890485969,"La Liga","Promoted"
"382","Germán Pezzella","2015/7/1","River Plate","Real Betis",1910000,"
                                Defender                            ","Argentina","Bahia Blanca",29,3,1,5,5,4,0,0,0,734,2201,NA,"1991/6/27",24.0109514031485,"La Liga","Promoted"
"383","Petros","2015/7/1","Corinthians","Real Betis",1450000,"
                                Midfield                            ","Brazil","Juazeiro",11,0,0,6,6,1,0,0,0,NA,487,34.9897330595483,"1989/5/29",26.0889801505818,"La Liga","Promoted"
"384","Cristiano Piccini","2015/7/9","Fiorentina","Real Betis",1280000,"
                                Defender                            ","Italy","Firenze",15,0,1,4,4,1,1,0,0,NA,931,NA,"1992/9/26",22.7816563997262,"La Liga","Promoted"
"385","Joaquín","2015/8/31","Fiorentina","Real Betis",1280000,"
                                Attacker                            ","Spain","El Puerto de Santa ...",34,2,6,9,9,2,0,0,0,1178,2356,9.98767967145791,"1981/7/21",34.1108829568789,"La Liga","Promoted"
"386","Francisco Portillo","2015/7/1","Málaga CF","Real Betis",850000,"
                                Attacker                            ","Spain","Málaga",23,0,4,5,5,5,0,0,0,NA,1570,11.9917864476386,"1990/6/13",25.0485968514716,"La Liga","Promoted"
"387","Foued Kadir","2015/7/1","Marseille","Real Betis",510000,"
                                Midfield                            ","Algeria","Martigues",28,1,6,6,6,5,0,0,1,1883,1883,11.9917864476386,"1983/12/5",31.5701574264203,"La Liga","Promoted"
"388","Amro Tarek","2015/7/6","El Gouna","Real Betis",255000,"
                                Defender                            ","Egypt","Los Angeles, ...",30,0,0,1,1,7,0,0,0,NA,2618,23.8193018480493,"1992/5/17",23.1348391512663,"La Liga","Promoted"
"389","Heiko Westermann","2015/8/6","Hamburger SV","Real Betis",0,"
                                Defender                            ","Germany","Alzenau",31,1,1,1,1,5,0,0,0,2572,2572,NA,"1983/8/14",31.9780971937029,"La Liga","Promoted"
"390","Rafael van der Vaart","2015/7/1","Hamburger SV","Real Betis",0,"
                                Midfield                            ","Netherlands","Heemskerk",27,5,3,3,3,11,0,0,3,381,1906,NA,"1983/2/11",32.3832991101985,"La Liga","Promoted"
"391","Didier Digard","2015/7/8","OGC Nice","Real Betis",0,"
                                Midfield                            ","France","Gisors",16,1,1,5,5,1,0,0,0,963,963,NA,"1986/7/12",28.9883641341547,"La Liga","Promoted"
"392","Juan Vargas","2015/8/12","Fiorentina","Real Betis",0,"
                                Defender                            ","Peru","Lima",29,4,1,14,14,3,0,0,0,370,1478,NA,"1983/10/5",31.8521560574949,"La Liga","Promoted"
"393","Paulo Dybala","2015/7/1","US Palermo","Juventus",27200000,"
                                Attacker                            ","Argentina","Laguna Larga",35,13,10,0,0,3,0,0,3,235,3054,11.9917864476386,"1993/11/15",21.6235455167693,"Serie A","Top Club"
"394","Alex Sandro","2015/8/20","FC Porto","Juventus",22100000,"
                                Defender                            ","Brazil","Catanduva",40,1,5,1,1,11,1,0,0,3449,3449,10.3490759753593,"1991/1/26",24.5639972621492,"Serie A","Top Club"
"395","Mario Mandzukic","2015/7/1","Atlético Madrid","Juventus",16150000,"
                                Attacker                            ","Croatia","Slavonski Brod",43,20,5,6,6,14,0,0,3,154,3076,35.9753593429158,"1986/5/21",29.1115674195756,"Serie A","Top Club"
"396","Simone Zaza","2015/7/7","Sassuolo","Juventus",15300000,"
                                Attacker                            ","Italy","Policoro",34,12,3,3,3,11,0,0,1,228,2736,47.7700205338809,"1991/6/25",24.0328542094456,"Serie A","Top Club"
"397","Roberto Pereyra","2015/7/1","Udinese Calcio","Juventus",11900000,"
                                Midfield                            ","Argentina","San Miguel de ...",52,6,4,20,20,5,0,0,0,492,2952,11.9917864476386,"1991/1/7",24.4791238877481,"Serie A","Top Club"
"398","Hernanes","2015/8/31","Inter","Juventus",11050000,"
                                Midfield                            ","Brazil","Recife",36,5,6,10,10,8,0,0,0,465,2324,33.9712525667351,"1985/5/29",30.2559890485969,"Serie A","Top Club"
"399","Rolando Mandragora","2016/1/19","Genoa","Juventus",5100000,"
                                Midfield                            ","Italy","Napoli",13,0,0,3,3,4,0,0,0,NA,832,41.3305954825462,"1997/6/29",18.5571526351814,"Serie A","Top Club"
"400","Andrés Tello","2015/7/1","Envigado","Juventus",1190000,"
                                Midfield                            ","Colombia","Medellín",7,0,0,1,1,4,0,0,0,NA,555,NA,"1996/9/6",18.8145106091718,"Serie A","Top Club"
"401","Mame Thiam","2015/7/1","Virtus Lanciano","Juventus",1190000,"
                                Attacker                            ","Senegal","Nguidile",36,9,5,6,6,7,0,2,0,298,2682,NA,"1992/10/9",22.7241615331964,"Serie A","Top Club"
"402","Sami Khedira","2015/7/1","Real Madrid","Juventus",0,"
                                Midfield                            ","Germany","Stuttgart",17,0,0,10,10,3,0,0,0,NA,621,NA,"1987/4/4",28.2409308692676,"Serie A","Top Club"
"403","Alberto Cerri","2015/7/14","Parma","Juventus",0,"
                                Attacker                            ","Italy","Parma",19,4,1,12,12,2,0,1,0,176,705,NA,"1996/4/16",19.2416153319644,"Serie A","Top Club"
"404","Andrea Bertolacci","2015/7/1","Genoa","AS Roma",7230000,"
                                Midfield                            ","Italy","Roma",35,6,8,3,3,10,0,0,0,454,2726,NA,"1991/1/11",24.4681724845996,"Serie A","Top Club"
"405","Andrea Bertolacci","2015/7/1","Genoa","AS Roma",7230000,"
                                Midfield                            ","Italy","Roma",35,6,8,3,3,10,0,0,0,454,2726,NA,"1991/1/11",24.4681724845996,"Serie A","Top Club"
"406","Iago Falqué","2016/1/4","Genoa","AS Roma",5950000,"
                                Attacker                            ","Spain","Vigo",33,13,6,4,4,6,0,0,2,187,2437,29.8316221765914,"1990/1/4",25.9986310746064,"Serie A","Top Club"
"407","Leandro Paredes","2015/7/1","Boca Juniors","AS Roma",5100000,"
                                Midfield                            ","Argentina","San Justo",13,1,1,8,8,2,0,0,0,424,424,11.9917864476386,"1994/6/29",21.0047912388775,"Serie A","Top Club"
"408","Ezequiel Ponce","2015/8/31","Newell's","AS Roma",3570000,"
                                Attacker                            ","Argentina","Rosario",10,1,1,4,4,1,1,0,0,516,516,16.0328542094456,"1997/3/29",18.4229979466119,"Serie A","Top Club"
"409","Nemanja Radonjic","2015/7/1","Empoli U19","AS Roma",3400000,"
                                Attacker                            ","Serbia","Nis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996/2/15",19.3730321697468,"Serie A","Top Club"
"410","Matteo Politano","2015/7/1","Pescara","AS Roma",510000,"
                                Attacker                            ","Italy","Roma",49,6,7,6,6,5,0,0,0,612,3674,NA,"1993/8/3",21.9082819986311,"Serie A","Top Club"
"411","Nicola Falasco","2016/1/31","Pistoiese","AS Roma",170000,"
                                Defender                            ","Italy","Piove di Sacco",20,0,0,3,3,8,0,0,0,NA,1475,NA,"1993/10/5",22.321697467488,"Serie A","Top Club"
"412","Tiago Casasola","2015/8/29","Fulham FC","AS Roma",0,"
                                Defender                            ","Argentina","Buenos Aires",1,0,0,1,1,0,0,0,0,NA,44,22.0451745379877,"1995/8/11",20.0492813141684,"Serie A","Top Club"
"413","Sergej Milinkovic-Savic","2015/8/6","KRC Genk","Lazio",7650000,"
                                Midfield                            ","Serbia","Lleida",24,5,1,6,6,4,0,0,0,334,1668,46.7843942505133,"1995/2/27",20.4380561259411,"Serie A","Top Club"
"414","Dusan Basta","2015/7/1","Udinese Calcio","Lazio",4250000,"
                                Defender                            ","Serbia","Belgrad",33,1,2,2,2,6,0,0,0,2829,2829,NA,"1984/8/18",30.8665297741273,"Serie A","Top Club"
"415","Ricardo Kishna","2015/7/29","AFC Ajax","Lazio",2550000,"
                                Attacker                            ","Netherlands","Den Haag",40,7,13,10,10,2,0,0,0,357,2498,11.0718685831622,"1995/1/4",20.5639972621492,"Serie A","Top Club"
"416","Maurício","2015/7/1","Sporting CP","Lazio",2250000,"
                                Defender                            ","Brazil","São Paulo",40,0,1,2,2,16,1,1,0,NA,3255,35.9753593429158,"1988/9/20",26.776180698152,"Serie A","Top Club"
"417","Riccardo Serpieri","2015/7/1","Cosenza","Lazio",0,"
                                Defender                            ","Italy","Roma",3,0,0,2,2,1,0,0,0,NA,150,NA,"1994/2/15",21.3716632443532,"Serie A","Top Club"
"418","Ronaldo","2016/1/12","FC Empoli","Lazio",0,"
                                Midfield                            ","Brazil","Caxambu do Sul",18,3,4,1,1,7,0,0,0,434,1302,NA,"1990/4/8",25.7631759069131,"Serie A","Top Club"
"419","Wesley Hoedt","2015/7/1","AZ Alkmaar","Lazio",0,"
                                Defender                            ","Netherlands","Alkmaar",33,3,0,0,0,6,0,0,0,984,2951,NA,"1994/3/6",21.3196440793977,"Serie A","Top Club"
"420","Patric","2015/7/1","FC Barcelona B","Lazio",0,"
                                Defender                            ","Spain","Mula",32,3,2,2,2,10,0,1,2,882,2647,NA,"1993/4/17",22.2039698836413,"Serie A","Top Club"
"421","Milan Bisevac","2016/1/6","Olympique Lyon","Lazio",0,"
                                Defender                            ","Serbia","Kosovska Mitrovica",15,0,1,0,0,4,0,0,0,NA,1261,5.782340862423,"1983/8/31",32.3504449007529,"Serie A","Top Club"
"422","Mario Suárez","2015/7/22","Atlético Madrid","Fiorentina",12750000,"
                                Midfield                            ","Spain","Madrid",35,2,1,11,11,13,1,0,0,1177,2353,NA,"1987/2/24",28.4052019164955,"Serie A","Top Club"
"423","Mario Suárez","2015/7/22","Atlético Madrid","Fiorentina",12750000,"
                                Midfield                            ","Spain","Madrid",35,2,1,11,11,13,1,0,0,1177,2353,NA,"1987/2/24",28.4052019164955,"Serie A","Top Club"
"424","Nikola Kalinic","2015/8/14","Dnipro","Fiorentina",4680000,"
                                Attacker                            ","Croatia","Solin",47,19,2,22,22,6,1,0,2,135,2572,52.5667351129363,"1988/1/5",27.605749486653,"Serie A","Top Club"
"425","Andrés Schetino","2016/1/21","CA Fénix","Fiorentina",2980000,"
                                Midfield                            ","Uruguay","Montevideo",19,2,2,1,1,8,0,0,0,786,1572,NA,"1994/5/26",21.6563997262149,"Serie A","Top Club"
"426","Jaime Báez","2015/8/24","Juventud","Fiorentina",1960000,"
                                Attacker                            ","Uruguay","Montevideo",20,6,6,3,3,2,0,1,2,264,1583,NA,"1995/4/25",20.331279945243,"Serie A","Top Club"
"427","Mauro Zárate","2016/1/21","West Ham","Fiorentina",1790000,"
                                Attacker                            ","Argentina","Haedo",12,2,1,7,7,2,0,0,0,264,527,17.2813141683778,"1987/3/18",28.8459958932238,"Serie A","Top Club"
"428","Luca Bittante","2015/7/1","Avellino","Fiorentina",425000,"
                                Defender                            ","Italy","Bassano del Grappa",37,1,1,8,8,6,0,0,0,2597,2597,NA,"1993/8/14",21.8781656399726,"Serie A","Top Club"
"429","Luca Bittante","2015/7/1","Avellino","Fiorentina",425000,"
                                Defender                            ","Italy","Bassano del Grappa",37,1,1,8,8,6,0,0,0,2597,2597,NA,"1993/8/14",21.8781656399726,"Serie A","Top Club"
"430","Joan Verdú","2015/8/28","Baniyas SC","Fiorentina",0,"
                                Attacker                            ","Spain","Barcelona",2,0,0,0,0,0,0,0,0,NA,173,NA,"1983/5/5",32.3148528405202,"Serie A","Top Club"
"431","Joan Verdú","2015/8/28","Baniyas SC","Fiorentina",0,"
                                Attacker                            ","Spain","Barcelona",2,0,0,0,0,0,0,0,0,NA,173,NA,"1983/5/5",32.3148528405202,"Serie A","Top Club"
"432","Allan","2015/7/21","Udinese Calcio","SSC Napoli",9780000,"
                                Midfield                            ","Brazil","Rio de Janeiro",38,2,6,2,2,9,0,0,0,1655,3310,NA,"1991/1/8",24.5311430527036,"Serie A","Top Club"
"433","Alberto Grassi","2016/1/27","Atalanta","SSC Napoli",6800000,"
                                Midfield                            ","Italy","Brescia",6,0,0,2,2,0,0,0,0,NA,415,53.0924024640657,"1995/3/7",20.8925393566051,"Serie A","Top Club"
"434","Mirko Valdifiori","2015/7/1","FC Empoli","SSC Napoli",4680000,"
                                Midfield                            ","Italy","Lugo",38,0,9,1,1,6,1,0,0,NA,3326,NA,"1986/4/21",29.1937029431896,"Serie A","Top Club"
"435","Elseid Hysaj","2015/8/2","FC Empoli","SSC Napoli",4250000,"
                                Defender                            ","Albania","Shkodër",39,0,2,4,4,4,0,0,0,NA,3264,10.9404517453799,"1994/2/2",21.4948665297741,"Serie A","Top Club"
"436","Raffaele Maiello","2015/8/9","Crotone","SSC Napoli",1280000,"
                                Midfield                            ","Italy","Acerra",38,3,5,0,0,9,0,1,0,1104,3311,NA,"1991/7/10",24.082135523614,"Serie A","Top Club"
"437","Jacopo Dezi","2015/7/1","Crotone","SSC Napoli",255000,"
                                Midfield                            ","Italy","Atri",33,1,0,8,8,7,0,0,0,2222,2222,NA,"1992/2/10",23.3867214236824,"Serie A","Top Club"
