"","X.1","club.to","X","name","transfer.date","club.from","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status","searchresults"
"286",286,"Hannover 96",286,"Hugo Almeida","2016/1/16","Anzhi",0,"
                                Attacker                            ","Portugal","Figueira da Foz",23,3,1,7,7,2,0,1,0,483,1449,17.4455852156057,"1984/5/23",31.6495550992471,"Bundesliga","Middle Club",17300
"287",287,"Hannover 96",284,"Charlison Benschop","2015/7/1","F. Düsseldorf",1280000,"
                                Attacker                            ","Netherlands","Koraalspecht",32,13,4,7,7,5,0,2,2,171,2219,23.9835728952772,"1989/8/21",25.8590006844627,"Bundesliga","Middle Club",1590
"288",288,"Hellas Verona",633,"Eros Pisano","2015/7/1","US Palermo",850000,"
                                Defender                            ","Italy","Busto Arsizio",20,0,0,0,0,3,0,0,0,NA,1766,11.9917864476386,"1987/3/31",28.2518822724162,"Serie A","Middle Club",16300
"289",289,"Hellas Verona",632,"Filip Helander","2015/7/22","Malmö FF",850000,"
                                Defender                            ","Sweden","Malmö",22,0,0,2,2,4,0,0,0,NA,1831,5.3223819301848,"1993/4/22",22.2477754962355,"Serie A","Middle Club",3560
"290",290,"Hellas Verona",636,"Luca Siligardi","2015/7/2","AS Livorno",0,"
                                Attacker                            ","Italy","Correggio",32,10,9,4,4,3,0,0,0,222,2215,NA,"1988/1/26",27.4305270362765,"Serie A","Middle Club",12600
"291",291,"Hellas Verona",634,"Leandro Greco","2015/7/1","Genoa",255000,"
                                Midfield                            ","Italy","Roma",28,0,2,11,11,8,0,0,0,NA,1767,23.9835728952772,"1986/7/19",28.9500342231348,"Serie A","Middle Club",2200
"292",292,"Hellas Verona",635,"Mattia Valoti","2015/7/7","UC AlbinoLeffe",0,"
                                Midfield                            ","Italy","Vicenza",13,1,1,10,10,4,0,0,0,363,363,NA,"1993/9/6",21.8316221765914,"Serie A","Middle Club",12000
"293",293,"Hellas Verona",631,"Federico Viviani","2015/7/1","AS Roma",3400000,"
                                Midfield                            ","Italy","Lecco",33,8,5,2,2,10,0,0,3,338,2702,23.9835728952772,"1992/3/24",23.2689938398357,"Serie A","Middle Club",889
"294",294,"Hellas Verona",638,"Samuel Souprayen","2015/7/1","Dijon",0,"
                                Defender                            ","France","Saint-Benoît",31,1,0,0,0,2,1,1,0,2773,2773,NA,"1989/2/2",26.4065708418891,"Serie A","Middle Club",1190
"295",295,"Hellas Verona",639,"Giampaolo Pazzini","2015/7/12","AC Milan",0,"
                                Attacker                            ","Italy","Pescia",28,5,0,22,22,2,0,0,3,198,988,NA,"1984/8/2",30.9404517453799,"Serie A","Middle Club",62800
"296",296,"Hellas Verona",640,"Michelangelo Albertazzi","2015/7/30","AC Milan",0,"
                                Defender                            ","Italy","Bologna",1,0,0,0,0,0,0,0,0,NA,79,11.0390143737166,"1991/1/7",24.5585215605749,"Serie A","Middle Club",8970
"297",297,"Hertha BSC",300,"Sinan Kurt","2016/1/7","Bayern Munich ",425000,"
                                Attacker                            ","Germany","Mönchengladbach",23,7,1,5,5,1,0,0,3,242,1695,29.7330595482546,"1996/7/23",19.4579055441478,"Bundesliga","Middle Club",2810
"298",298,"Hertha BSC",301,"Mitchell Weiser","2015/7/1","Bayern Munich ",0,"
                                Defender                            ","Germany","Troisdorf",23,1,5,9,9,5,0,0,0,1447,1447,NA,"1994/4/21",21.1937029431896,"Bundesliga","Middle Club",8810
"299",299,"Hertha BSC",298,"Vladimír Darida","2015/7/18","SC Freiburg",3230000,"
                                Midfield                            ","Czech Republic","Pilsen",34,7,3,4,4,3,0,1,5,383,2684,35.4168377823409,"1990/8/8",24.9418206707734,"Bundesliga","Middle Club",5700
"300",300,"Hertha BSC",299,"Niklas Stark","2015/8/24","1.FC Nuremberg",2550000,"
                                Defender                            ","Germany","Neustadt a.d. Aisch",28,2,1,6,6,3,0,0,0,1022,2043,34.2012320328542,"1995/4/14",20.3613963039014,"Bundesliga","Middle Club",5950
"301",301,"Inter",581,"Davide Santon","2015/7/1","Newcastle",3150000,"
                                Defender                            ","Italy","Portomaggiore",16,0,1,2,2,1,0,0,0,NA,1300,11.9917864476386,"1991/1/2",24.4928131416838,"Serie A","Middle Club",68300
"302",302,"Inter",582,"Felipe Melo","2015/8/31","Galatasaray",3150000,"
                                Midfield                            ","Brazil","Volta Redonda",34,2,1,0,0,17,1,0,0,1436,2871,45.9630390143737,"1983/6/26",32.1806981519507,"Serie A","Middle Club",30700
"303",303,"Inter",580,"Jeison Murillo","2015/7/1","Granada CF",6800000,"
                                Defender                            ","Colombia","Barranquilla",19,0,0,1,1,4,1,0,0,NA,1593,11.9917864476386,"1992/5/27",23.0937713894593,"Serie A","Middle Club",16000
"304",304,"Inter",576,"Geoffrey Kondogbia","2015/7/1","Monaco",26350000,"
                                Midfield                            ","France","Nemours",33,2,1,2,2,5,0,0,0,1370,2739,35.9753593429158,"1993/2/15",22.3709787816564,"Serie A","Middle Club",15500
"305",305,"Inter",579,"Xherdan Shaqiri","2015/7/1","Bayern Munich ",12750000,"
                                Attacker                            ","Switzerland","Gjilan",35,5,4,17,17,7,0,0,1,341,1707,11.9917864476386,"1991/10/10",23.7234770704997,"Serie A","Middle Club",82900
"306",306,"Inter",577,"Ivan Perisic","2015/8/30","VfL Wolfsburg",13600000,"
                                Attacker                            ","Croatia","Split",35,7,9,6,6,6,0,0,0,338,2363,22.0123203285421,"1989/2/2",26.570841889117,"Serie A","Middle Club",31200
"307",307,"Juventus",494,"Alberto Cerri","2015/7/14","Parma",0,"
                                Attacker                            ","Italy","Parma",19,4,1,12,12,2,0,1,0,176,705,NA,"1996/4/16",19.2416153319644,"Serie A","Top Club",3020
"308",308,"Juventus",481,"Paulo Dybala","2015/7/1","US Palermo",27200000,"
                                Attacker                            ","Argentina","Laguna Larga",35,13,10,0,0,3,0,0,3,235,3054,11.9917864476386,"1993/11/15",21.6235455167693,"Serie A","Top Club",74100
"309",309,"Juventus",482,"Alex Sandro","2015/8/20","FC Porto",22100000,"
                                Defender                            ","Brazil","Catanduva",40,1,5,1,1,11,1,0,0,3449,3449,10.3490759753593,"1991/1/26",24.5639972621492,"Serie A","Top Club",19200
"310",310,"Juventus",486,"Hernanes","2015/8/31","Inter",11050000,"
                                Midfield                            ","Brazil","Recife",36,5,6,10,10,8,0,0,0,465,2324,33.9712525667351,"1985/5/29",30.2559890485969,"Serie A","Top Club",34300
"311",311,"Juventus",483,"Mario Mandzukic","2015/7/1","Atlético Madrid",16150000,"
                                Attacker                            ","Croatia","Slavonski Brod",43,20,5,6,6,14,0,0,3,154,3076,35.9753593429158,"1986/5/21",29.1115674195756,"Serie A","Top Club",74200
"312",312,"Juventus",484,"Simone Zaza","2015/7/7","Sassuolo",15300000,"
                                Attacker                            ","Italy","Policoro",34,12,3,3,3,11,0,0,1,228,2736,47.7700205338809,"1991/6/25",24.0328542094456,"Serie A","Top Club",29400
"313",313,"Juventus",485,"Roberto Pereyra","2015/7/1","Udinese Calcio",11900000,"
                                Midfield                            ","Argentina","San Miguel de ...",52,6,4,20,20,5,0,0,0,492,2952,11.9917864476386,"1991/1/7",24.4791238877481,"Serie A","Top Club",34000
"314",314,"Juventus",492,"Sami Khedira","2015/7/1","Real Madrid",0,"
                                Midfield                            ","Germany","Stuttgart",17,0,0,10,10,3,0,0,0,NA,621,NA,"1987/4/4",28.2409308692676,"Serie A","Top Club",119000
"315",315,"Juventus",487,"Rolando Mandragora","2016/1/19","Genoa",5100000,"
                                Midfield                            ","Italy","Napoli",13,0,0,3,3,4,0,0,0,NA,832,41.3305954825462,"1997/6/29",18.5571526351814,"Serie A","Top Club",1330
"316",316,"Juventus",489,"Andrés Tello","2015/7/1","Envigado",1190000,"
                                Midfield                            ","Colombia","Medellín",7,0,0,1,1,4,0,0,0,NA,555,NA,"1996/9/6",18.8145106091718,"Serie A","Top Club",646
"317",317,"Juventus",490,"Mame Thiam","2015/7/1","Virtus Lanciano",1190000,"
                                Attacker                            ","Senegal","Nguidile",36,9,5,6,6,7,0,2,0,298,2682,NA,"1992/10/9",22.7241615331964,"Serie A","Top Club",434
"318",318,"Lazio",512,"Ricardo Kishna","2015/7/29","AFC Ajax",2550000,"
                                Attacker                            ","Netherlands","Den Haag",40,7,13,10,10,2,0,0,0,357,2498,11.0718685831622,"1995/1/4",20.5639972621492,"Serie A","Top Club",4440
"319",319,"Lazio",513,"Maurício","2015/7/1","Sporting CP",2250000,"
                                Defender                            ","Brazil","São Paulo",40,0,1,2,2,16,1,1,0,NA,3255,35.9753593429158,"1988/9/20",26.776180698152,"Serie A","Top Club",55800
"320",320,"Lazio",511,"Dusan Basta","2015/7/1","Udinese Calcio",4250000,"
                                Defender                            ","Serbia","Belgrad",33,1,2,2,2,6,0,0,0,2829,2829,NA,"1984/8/18",30.8665297741273,"Serie A","Top Club",6870
"321",321,"Lazio",517,"Wesley Hoedt","2015/7/1","AZ Alkmaar",0,"
                                Defender                            ","Netherlands","Alkmaar",33,3,0,0,0,6,0,0,0,984,2951,NA,"1994/3/6",21.3196440793977,"Serie A","Top Club",947
"322",322,"Lazio",516,"Ronaldo","2016/1/12","FC Empoli",0,"
                                Midfield                            ","Brazil","Caxambu do Sul",18,3,4,1,1,7,0,0,0,434,1302,NA,"1990/4/8",25.7631759069131,"Serie A","Top Club",716000
"323",323,"Lazio",515,"Riccardo Serpieri","2015/7/1","Cosenza",0,"
                                Defender                            ","Italy","Roma",3,0,0,2,2,1,0,0,0,NA,150,NA,"1994/2/15",21.3716632443532,"Serie A","Top Club",299
"324",324,"Lazio",510,"Sergej Milinkovic-Savic","2015/8/6","KRC Genk",7650000,"
                                Midfield                            ","Serbia","Lleida",24,5,1,6,6,4,0,0,0,334,1668,46.7843942505133,"1995/2/27",20.4380561259411,"Serie A","Top Club",1510
"325",325,"Lazio",518,"Patric","2015/7/1","FC Barcelona B",0,"
                                Defender                            ","Spain","Mula",32,3,2,2,2,10,0,1,2,882,2647,NA,"1993/4/17",22.2039698836413,"Serie A","Top Club",58900
"326",326,"Lazio",519,"Milan Bisevac","2016/1/6","Olympique Lyon",0,"
                                Defender                            ","Serbia","Kosovska Mitrovica",15,0,1,0,0,4,0,0,0,NA,1261,5.782340862423,"1983/8/31",32.3504449007529,"Serie A","Top Club",5150
"327",327,"Leicester",102,"Daniel Amartey","2016/1/22","FC Copenhagen",5610000,"
                                Midfield                            ",NA,NA,43,6,2,2,2,12,1,0,0,623,3739,47.2772073921971,"1994/12/21",21.0869267624914,"Premier league","Middle Club",15700
"328",328,"Leicester",98,"Shinji Okazaki","2015/7/1","1.FSV Mainz 05",9350000,"
                                Attacker                            ","Japan","Takarazuka, Hyogo",35,14,6,1,1,4,0,0,0,221,3087,11.9917864476386,"1986/4/16",29.2073921971253,"Premier league","Middle Club",29900
"329",329,"Leicester",100,"Gökhan Inler","2015/8/19","SSC Napoli",5950000,"
                                Midfield                            ","Switzerland","Olten",33,1,0,4,4,6,0,0,0,2562,2562,10.3819301848049,"1984/6/27",31.1430527036277,"Premier league","Middle Club",18700
"330",330,"Leicester",106,"Christian Fuchs","2015/7/1","FC Schalke 04",0,"
                                Defender                            ","Austria","Neunkirchen",30,3,5,5,5,4,0,0,0,716,2148,0.952772073921971,"1986/4/7",29.2320328542094,"Premier league","Middle Club",30600
"331",331,"Leicester",101,"Yohan Benalouane","2015/8/3","Atalanta",5950000,"
                                Defender                            ","Tunisia","Bagnols-sur-Cèze",29,1,0,2,2,14,1,0,0,2369,2369,46.8829568788501,"1987/3/28",28.3504449007529,"Premier league","Middle Club",12500
"332",332,"Leicester",104,"Robert Huth","2015/7/1","Stoke City",3570000,"
                                Defender                            ","Germany","Berlin",18,1,0,1,1,3,0,0,0,1452,1452,11.9917864476386,"1984/8/18",30.8665297741273,"Premier league","Middle Club",33600
"333",333,"Leicester",103,"Demarai Gray","2016/1/4","Birmingham",4340000,"
                                Attacker                            ","England","Birmingham",43,6,2,14,14,2,0,0,0,442,2651,29.8316221765914,"1996/6/28",19.5181382614647,"Premier league","Middle Club",29900
"334",334,"Leicester",99,"N'Golo Kanté","2015/8/3","SM Caen",7650000,"
                                Midfield                            ","France","Paris",39,3,5,2,2,3,1,0,0,1111,3332,34.8911704312115,"1991/3/29",24.3477070499658,"Premier league","Middle Club",184000
"335",335,"Levante UD",418,"Zouhair Feddal","2015/8/7","Parma",0,"
                                Defender                            ","Morocco","Tétouan",21,0,0,1,1,4,0,0,0,NA,1796,NA,"1989/1/1",26.5954825462012,"La Liga","Middle Club",800
"336",336,"Levante UD",410,"Deyverson","2015/7/26","Belenenses",1530000,"
                                Attacker                            ","Brazil","Santa Margarida",34,11,2,8,8,10,1,1,0,213,2341,23.1622176591376,"1991/5/8",24.2162902121834,"La Liga","Middle Club",4200
"337",337,"Levante UD",411,"Ángel Trujillo","2015/8/7","UD Almería",850000,"
                                Defender                            ","Spain","Madrid",37,0,1,1,1,6,0,1,0,NA,3282,NA,"1987/9/8",27.9123887748118,"La Liga","Middle Club",17600
"338",338,"Levante UD",413,"Joan Verdú","2016/2/1","Fiorentina",0,"
                                Attacker                            ","Spain","Barcelona",2,0,0,0,0,0,0,0,0,NA,173,4.92813141683778,"1983/5/5",32.7446954140999,"La Liga","Middle Club",5470
"339",339,"Levante UD",409,"Mauricio Cuero","2016/1/1","CD La Equidad",2720000,"
                                Attacker                            ","Colombia","Tumaco",49,8,7,4,4,3,0,0,0,487,3898,NA,"1993/1/28",22.9240246406571,"La Liga","Middle Club",1070
"340",340,"Levante UD",415,"Carl Medjani","2016/2/3","Trabzonspor",0,"
                                Defender                            ","Algeria","Lyon",42,8,2,0,0,7,1,0,0,466,3728,16.8542094455852,"1985/5/15",30.7214236824093,"La Liga","Middle Club",5310
"341",341,"Levante UD",416,"Verza","2015/7/1","UD Almería",0,"
                                Midfield                            ","Spain","Orihuela",36,5,4,0,0,10,0,0,4,619,3096,NA,"1986/9/29",28.7529089664613,"La Liga","Middle Club",31500
"342",342,"Levante UD",414,"Joan Verdú","2016/2/1","Fiorentina",0,"
                                Attacker                            ","Spain","Barcelona",2,0,0,0,0,0,0,0,0,NA,173,4.92813141683778,"1983/5/5",32.7446954140999,"La Liga","Middle Club",5470
"343",343,"Liverpool",38,"Roberto Firmino","2015/7/1","TSG Hoffenheim",34850000,"
                                Attacker                            ","Brazil","Maceió",36,10,12,0,0,7,0,0,0,320,3201,NA,"1991/10/2",23.7453798767967,"Premier league","Middle Club",80400
"344",344,"Liverpool",39,"Nathaniel Clyne","2015/7/1","Southampton",15050000,"
                                Defender                            ","England","London",41,3,0,0,0,6,0,0,0,1229,3687,NA,"1991/4/5",24.2381930184805,"Premier league","Middle Club",47500
"345",345,"Liverpool",43,"James Milner","2015/7/1","Manchester City",0,"
                                Midfield                            ","England","Leeds",45,8,9,17,17,7,0,0,0,338,2703,NA,"1986/1/4",29.4866529774127,"Premier league","Middle Club",134000
"346",346,"Liverpool",40,"Danny Ings","2015/7/1","Burnley FC",7060000,"
                                Attacker                            ","England","Winchester",37,11,4,1,1,6,0,0,1,284,3121,NA,"1992/7/23",22.9377138945927,"Premier league","Middle Club",36500
